mol_index,id,smiles,point_group,order,max_rotation_order,confidence,method,assembly_index
245,gdb_247,[H]/N=C(\[H])N([H])C(=O)N([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.46
246,gdb_248,[H]C(=O)N([H])C(=O)N([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.32
247,gdb_249,[H][N-][C+]([H])OC(=O)N([H])[H],Cs,2,1,0.73,pymatgen,4.32
248,gdb_250,[H]C#CC([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],Cs,2,1,0.73,pymatgen,5.0
249,gdb_251,[H]C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C#N,Cs,2,1,0.73,pymatgen,4.91
250,gdb_252,[H]C#CC([H])([H])[C@]([H])(O[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.81
251,gdb_253,[H]O[C@]([H])(C([H])([H])[H])C([H])([H])C#N,C1,1,1,0.6900000000000001,pymatgen,4.7
252,gdb_254,[H]C([H])([H])[NH+](C([H])([H])[H])C([H])([H])C#N,Cs,2,1,0.73,pymatgen,4.91
253,gdb_255,[H]C(=O)C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0
254,gdb_256,[H]C(=O)N([H])C([H])(C([H])([H])[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.91
255,gdb_257,[H]C(=O)OC([H])(C([H])([H])[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.81
256,gdb_258,[H]O[C@]([H])(C([H])([H])[H])C([H])([H])C([H])=O,C1,1,1,0.6900000000000001,pymatgen,4.81
257,gdb_259,[H]C(=O)C([H])([H])[NH+](C([H])([H])[H])C([H])([H])[H],Cs,2,1,0.73,pymatgen,5.0
258,gdb_260,[H]OC([H])([H])C([H])([H])C(=O)C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.81
259,gdb_261,[H]C([H])([H])C(=O)C([H])([H])C([H])([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0
260,gdb_262,[H]N([H])C(=O)C([H])([H])C([H])([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.91
261,gdb_263,[H]N(C(=O)C([H])([H])[H])C([H])([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.91
262,gdb_264,[H]N([H])C(=O)N([H])C([H])([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.81
263,gdb_265,[H]C([H])([H])C(=O)OC([H])([H])C([H])([H])[H],Cs,2,1,0.73,pymatgen,4.81
264,gdb_266,[H]N([H])C(=O)OC([H])([H])C([H])([H])[H],Cs,2,1,0.73,pymatgen,4.7
265,gdb_267,[H]OC(=O)C([H])([H])N([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.7
266,gdb_268,[H]C([H])([H])OC([H])([H])C(=O)C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.81
267,gdb_269,[H]N([H])C(=O)C([H])([H])OC([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.7
268,gdb_270,[H]OC([H])([H])C([H])([H])C(=O)N([H])[H],Cs,2,1,0.73,pymatgen,4.7
269,gdb_271,[H]C([H])(C(=O)[O-])C([H])([H])[N+]([H])([H])[H],Cs,2,1,0.73,pymatgen,4.7
270,gdb_272,[H]OC([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.17
271,gdb_273,[H]OC([H])([H])C([H])([H])[C@]([H])(O[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0
272,gdb_274,[H]C([H])([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.32
273,gdb_275,[H]O[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.17
274,gdb_276,[H]C([H])([H])C([H])([H])OC([H])(C([H])([H])[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.17
275,gdb_277,[H]C([H])([H])OC([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],Cs,2,1,0.73,pymatgen,5.17
276,gdb_278,[H]O[C@]([H])(C([H])([H])[H])C([H])([H])OC([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0
277,gdb_279,[H]C([H])([H])C(=O)C(=O)C([H])([H])[H],C2h,4,2,0.81,pymatgen,4.58
278,gdb_280,[H]/N=C(/C(=O)C([H])([H])[H])N([H])[H],Cs,2,1,0.73,pymatgen,4.58
279,gdb_281,[H]N([H])C(=O)C(=O)C([H])([H])[H],Cs,2,1,0.73,pymatgen,4.46
280,gdb_282,[H]N([H])C(C(=O)[O-])=[N+]([H])[H],C2v,4,2,0.81,pymatgen,4.32
281,gdb_283,[H]N([H])C(=O)C(=O)N([H])[H],C2h,4,2,0.81,pymatgen,4.32
282,gdb_284,[H]C([H])([H])C(=O)C([H])(C([H])([H])[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0
283,gdb_285,[H]N([H])C(=O)C([H])(C([H])([H])[H])C([H])([H])[H],Cs,2,1,0.73,pymatgen,4.91
284,gdb_286,[H]OC(=O)[C@]([H])(N([H])[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.7
285,gdb_287,[H]O[C@@]([H])(C(=O)C([H])([H])[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.81
286,gdb_288,[H]O[C@@]([H])(C(=O)N([H])[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.7
287,gdb_289,[H]C([H])([H])C(=O)N(C([H])([H])[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.91
288,gdb_290,[H]N([H])C(=O)N(C([H])([H])[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.81
289,gdb_291,[H]C([H])([H])C([H])(C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],C2h,4,2,0.81,pymatgen,5.32
290,gdb_292,[H]O[C@]([H])(C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.17
291,gdb_293,[H]O[C@]([H])(C([H])([H])[H])[C@]([H])(O[H])C([H])([H])[H],C2,2,2,0.73,pymatgen,5.0
292,gdb_294,[H]C([H])([H])C1(C([H])([H])[H])C([H])([H])C([H])([H])C1([H])[H],Cs,2,1,0.73,pymatgen,6.67
293,gdb_295,[H]C([H])([H])C1(C([H])([H])[H])OC([H])([H])C1([H])[H],Cs,2,1,0.73,pymatgen,6.5
294,gdb_296,[H]C([H])([H])C1(C([H])([H])[H])C([H])([H])OC1([H])[H],C2v,4,2,0.81,pymatgen,6.5
295,gdb_297,[H]OC1(C([H])([H])[H])C([H])([H])C([H])([H])C1([H])[H],Cs,2,1,0.73,pymatgen,6.5
296,gdb_298,[H]OC1(C([H])([H])[H])C([H])([H])OC1([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.31
297,gdb_299,[H]O[C@]1([H])C([H])([H])C1(C([H])([H])[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.5
298,gdb_300,[H]O[C@]1(C([H])([H])[H])C([H])([H])[C@@]1([H])O[H],C1,1,1,0.6900000000000001,pymatgen,6.31
299,gdb_301,[H]C([H])([H])C1(C([H])([H])[H])C([H])([H])[C@]1([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.67
300,gdb_302,[H]O[C@@]1(C([H])([H])[H])C([H])([H])[C@]1([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.5
301,gdb_303,[H]C([H])([H])C1(C([H])([H])[H])O[C@]1([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.5
302,gdb_304,[H]C([H])([H])[N@H+]1C([H])([H])C1(C([H])([H])[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.67
303,gdb_305,[H][N-]C1O[C@@]([H])(C([H])([H])[H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.31
304,gdb_306,[H]C([H])([H])C1([H])C([H])([H])C(=O)C1([H])[H],Cs,2,1,0.73,pymatgen,6.31
305,gdb_307,[H]N1C(=O)C([H])([H])[C@]1([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.2
306,gdb_308,[H]C([H])([H])[C@]1([H])OC(=O)C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.08
307,gdb_309,[H]C([H])([H])[NH+]1C([H])([H])C(=O)C1([H])[H],Cs,2,1,0.73,pymatgen,6.31
308,gdb_310,[H]OC1([H])C([H])([H])C(=O)C1([H])[H],Cs,2,1,0.73,pymatgen,6.08
309,gdb_311,[H]C([H])([H])[C@]1([H])C([H])([H])[C@]([H])(C([H])([H])[H])C1([H])[H],C2v,4,2,0.81,pymatgen,6.67
310,gdb_312,[H]C([H])([H])[C@]1([H])O[C@]([H])(C([H])([H])[H])C1([H])[H],Cs,2,1,0.73,pymatgen,6.5
311,gdb_313,[H]O[C@]1([H])C([H])([H])[C@]([H])(C([H])([H])[H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.5
312,gdb_314,[H]O[C@]1([H])C([H])([H])[N@@H+](C([H])([H])[H])C1([H])[H],Cs,2,1,0.73,pymatgen,6.5
313,gdb_315,[H]O[C@]1([H])C([H])([H])[C@]([H])(O[H])C1([H])[H],Cs,2,1,0.73,pymatgen,6.31
314,gdb_316,[H]C([H])([H])[C@]12C([H])([H])[C@]([H])(C1([H])[H])C2([H])[H],C3v,6,3,0.89,pymatgen,8.0
315,gdb_318,[H]C([H])([H])C12C([H])([H])[NH+](C1([H])[H])C2([H])[H],C3v,6,3,0.89,pymatgen,8.0
316,gdb_319,[H]O[C@]12C([H])([H])[C@]([H])(C1([H])[H])C2([H])[H],Cs,2,1,0.73,pymatgen,7.81
317,gdb_320,[H]OC12C([H])([H])[NH+](C1([H])[H])C2([H])[H],Cs,2,1,0.73,pymatgen,7.81
318,gdb_321,[H]C#CC(=O)C#C[H],C2v,4,2,0.81,pymatgen,4.0
319,gdb_322,[H]C#CC(=O)C#N,Cs,2,1,0.73,pymatgen,3.81
320,gdb_323,N#CC(=O)C#N,C2v,4,2,0.81,pymatgen,3.58
321,gdb_324,[H]C#CC(=O)C([H])=O,Cs,2,1,0.73,pymatgen,4.0
322,gdb_325,[H]C(=O)C(=O)C#N,Cs,2,1,0.73,pymatgen,3.81
323,gdb_326,[H]C(=O)C(=O)C([H])=O,C2v,4,2,0.81,pymatgen,4.0
324,gdb_327,[H]C#CC([H])(C#C[H])C([H])([H])[H],Cs,2,1,0.73,pymatgen,4.58
325,gdb_328,[H]C#C[C@@]([H])(C#N)C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.46
326,gdb_329,[H]C([H])([H])C([H])(C#N)C#N,Cs,2,1,0.73,pymatgen,4.32
327,gdb_330,[H]C#C[C@@]([H])(C#N)N([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.32
328,gdb_331,[H]N([H])C([H])(C#N)C#N,Cs,2,1,0.73,pymatgen,4.17
329,gdb_332,[H]C#CC([H])(C#C[H])O[H],Cs,2,1,0.73,pymatgen,4.32
330,gdb_333,[H]C#C[C@@]([H])(C#N)O[H],C1,1,1,0.6900000000000001,pymatgen,4.17
331,gdb_334,[H]OC([H])(C#N)C#N,Cs,2,1,0.73,pymatgen,4.0
332,gdb_335,[H]C#C[C@]([H])(C([H])=O)C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.58
333,gdb_336,[H]C(=O)[C@@]([H])(C#N)C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.46
334,gdb_337,[H]C#C[C@@]([H])(O[H])C([H])=O,C1,1,1,0.6900000000000001,pymatgen,4.32
335,gdb_338,[H]O[C@]([H])(C#N)C([H])=O,C1,1,1,0.6900000000000001,pymatgen,4.17
336,gdb_339,[H]C(=O)C([H])(C([H])=O)C([H])([H])[H],Cs,2,1,0.73,pymatgen,4.58
337,gdb_340,[H]/N=C(\[H])N(C([H])=O)C([H])([H])[H],Cs,2,1,0.73,pymatgen,4.58
338,gdb_341,[H]C(=O)N(C([H])=O)C([H])([H])[H],Cs,2,1,0.73,pymatgen,4.46
339,gdb_342,[H]OC([H])(C([H])=O)C([H])=O,C1,1,1,0.6900000000000001,pymatgen,4.32
340,gdb_343,[H]N([H])/C(C#N)=N\C([H])([H])[H],Cs,2,1,0.73,pymatgen,4.46
341,gdb_344,[H]C(=O)/C(=N/C([H])([H])[H])N([H])[H],Cs,2,1,0.73,pymatgen,4.58
342,gdb_345,[H]C#CC(=O)C([H])([H])C([H])([H])[H],Cs,2,1,0.73,pymatgen,4.58
343,gdb_346,[H]C([H])([H])C([H])([H])C(=O)C#N,Cs,2,1,0.73,pymatgen,4.46
344,gdb_347,[H]/N=C(\C#N)N([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.46
345,gdb_348,[H]C#CC(=O)N([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.46
346,gdb_349,[H]C#CC(=O)OC([H])([H])[H],Cs,2,1,0.73,pymatgen,4.32
347,gdb_350,[H]C([H])([H])OC(=O)C#N,Cs,2,1,0.73,pymatgen,4.17
348,gdb_351,[H]C#CC(=O)C([H])([H])O[H],Cs,2,1,0.73,pymatgen,4.32
349,gdb_352,[H]OC([H])([H])C(=O)C#N,C1,1,1,0.6900000000000001,pymatgen,4.17
350,gdb_353,[H]C(=O)C(=O)C([H])([H])C([H])([H])[H],Cs,2,1,0.73,pymatgen,4.58
351,gdb_354,[H]/N=C(\C([H])=O)N([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.58
352,gdb_355,[H]C(=O)C(=O)N([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.46
353,gdb_356,[H]C(=O)C(=O)OC([H])([H])[H],Cs,2,1,0.73,pymatgen,4.32
354,gdb_357,[H]OC([H])([H])C(=O)C([H])=O,Cs,2,1,0.73,pymatgen,4.32
355,gdb_358,[H]C([H])([H])C([H])([H])C(=O)C([H])([H])C([H])([H])[H],C2,2,2,0.73,pymatgen,5.0
356,gdb_359,[H]OC([H])([H])C(=O)C([H])([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.81
357,gdb_360,[H]N(C(=O)C([H])([H])C([H])([H])[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.91
358,gdb_361,[H]C([H])([H])OC(=O)C([H])([H])C([H])([H])[H],Cs,2,1,0.73,pymatgen,4.81
359,gdb_362,[H]OC([H])([H])C(=O)N([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.7
360,gdb_363,[H]N(C(=O)N([H])C([H])([H])[H])C([H])([H])[H],C2,2,2,0.73,pymatgen,4.81
361,gdb_364,[H]N(C(=O)OC([H])([H])[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.7
362,gdb_365,[H]N([H])C([H])([H])C(=O)OC([H])([H])[H],Cs,2,1,0.73,pymatgen,4.7
363,gdb_366,[H]OC([H])([H])C(=O)OC([H])([H])[H],Cs,2,1,0.73,pymatgen,4.58
364,gdb_367,[H]OC([H])([H])C(=O)C([H])([H])O[H],C1,1,1,0.6900000000000001,pymatgen,4.58
365,gdb_368,[H]C([H])([H])[NH2+]C(OC([H])([H])[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.17
366,gdb_369,[H]C#C[C@@]([H])(C([H])([H])[H])C([H])([H])O[H],C1,1,1,0.6900000000000001,pymatgen,4.81
367,gdb_370,[H]OC([H])([H])[C@@]([H])(C#N)C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.7
368,gdb_371,[H]C#C[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0
369,gdb_372,[H]C([H])([H])C([H])([H])[C@]([H])(C#N)C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.91
370,gdb_373,[H]N([H])[C@@]([H])(C#N)C([H])([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.81
371,gdb_374,[H]C#C[C@]([H])(O[H])C([H])([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.81
372,gdb_375,[H]O[C@@]([H])(C#N)C([H])([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.7
373,gdb_376,[H]N(C([H])([H])[H])[C@]([H])(C#N)C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.81
374,gdb_377,[H]C#C[C@@]([H])(OC([H])([H])[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.81
375,gdb_378,[H]C([H])([H])O[C@]([H])(C#N)C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.7
376,gdb_379,[H]OC([H])([H])[C@@]([H])(C#N)N([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.58
377,gdb_380,[H]N([H])C([H])([H])[C@]([H])(C#N)N([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.7
378,gdb_381,[H]O[C@@]([H])(C#N)C([H])([H])N([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.58
379,gdb_382,[H]C#C[C@]([H])(O[H])C([H])([H])O[H],C1,1,1,0.6900000000000001,pymatgen,4.58
380,gdb_383,[H]OC([H])([H])[C@]([H])(C#N)O[H],C1,1,1,0.6900000000000001,pymatgen,4.46
381,gdb_384,[H]OC([H])([H])[C@@]([H])(C([H])=O)C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.81
382,gdb_385,[H]C(=O)[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0
383,gdb_386,[H]O[C@@]([H])(C([H])=O)C([H])([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.81
384,gdb_387,[H]C(=O)N(C([H])([H])[H])C([H])([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.91
385,gdb_388,[H]C(=O)[C@@]([H])(OC([H])([H])[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.81
386,gdb_389,[H]OC([H])([H])[C@@]([H])(O[H])C([H])=O,C1,1,1,0.6900000000000001,pymatgen,4.58
387,gdb_390,[H]OC([H])([H])C([H])(C([H])([H])[H])C([H])([H])O[H],C1,1,1,0.6900000000000001,pymatgen,5.0
388,gdb_391,[H]C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.32
389,gdb_392,[H]OC([H])([H])[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.17
390,gdb_393,[H]C([H])([H])O[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.17
391,gdb_394,[H]OC([H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H],Cs,2,1,0.73,pymatgen,5.17
392,gdb_395,[H]OC([H])([H])[C@]([H])(O[H])C([H])([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0
393,gdb_396,[H]OC([H])([H])[C@@]([H])(OC([H])([H])[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0
394,gdb_397,[H]OC([H])([H])C([H])(O[H])C([H])([H])O[H],C1,1,1,0.6900000000000001,pymatgen,4.81
395,gdb_398,[H]C#CC1(C([H])([H])[H])C([H])([H])C1([H])[H],Cs,2,1,0.73,pymatgen,6.31
396,gdb_399,[H]C([H])([H])C1(C#N)C([H])([H])C1([H])[H],Cs,2,1,0.73,pymatgen,6.2
397,gdb_400,[H]C#C[C@@]1(C([H])([H])[H])N([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.2
398,gdb_401,[H]N1C([H])([H])[C@]1(C#N)C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.08
399,gdb_402,[H]C#C[C@@]1(C([H])([H])[H])OC1([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.08
400,gdb_403,[H]C([H])([H])[C@]1(C#N)OC1([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.96
401,gdb_404,[H]N([H])C1(C#N)C([H])([H])C1([H])[H],Cs,2,1,0.73,pymatgen,6.08
402,gdb_405,[H]C#CC1(O[H])C([H])([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.08
403,gdb_406,[H]OC1(C#N)C([H])([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.96
404,gdb_407,[H]C(=O)C1(C([H])([H])[H])C([H])([H])C1([H])[H],Cs,2,1,0.73,pymatgen,6.31
405,gdb_408,[H]C(=O)[C@@]1(C([H])([H])[H])N([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.2
406,gdb_409,[H]C(=O)[C@@]1(C([H])([H])[H])OC1([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.08
407,gdb_410,[H]OC1(C([H])=O)C([H])([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.08
408,gdb_411,[H]OC([H])([H])C1(C([H])([H])[H])C([H])([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.5
409,gdb_412,[H]OC([H])([H])[C@@]1(C([H])([H])[H])N([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.41
410,gdb_413,[H]OC([H])([H])[C@@]1(C([H])([H])[H])OC1([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.31
411,gdb_414,[H]C([H])([H])C([H])([H])C1(C([H])([H])[H])C([H])([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.67
412,gdb_415,[H]C([H])([H])C([H])([H])[C@]1(C([H])([H])[H])OC1([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.5
413,gdb_416,[H]OC1(C([H])([H])C([H])([H])[H])C([H])([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.5
414,gdb_417,[H]C([H])([H])OC1(C([H])([H])[H])C([H])([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.5
415,gdb_418,[H]OC([H])([H])C1(O[H])C([H])([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.31
416,gdb_419,[H]C1([H])C(=O)[C@@]([H])(C([H])([H])[H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.31
417,gdb_420,[H]N1C(=O)[C@@]([H])(C([H])([H])[H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.2
418,gdb_421,[H][N-]C1OC([H])([H])[C@]1([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.31
419,gdb_422,[H]C([H])([H])[C@]1([H])C(=O)OC1([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.08
420,gdb_423,[H]N1C([H])([H])C(=O)[C@@]1([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.2
421,gdb_424,[H]C1([H])O[C@]([H])(C([H])([H])[H])C1=O,C1,1,1,0.6900000000000001,pymatgen,6.08
422,gdb_425,[H]C([H])([H])N1C(=O)C([H])([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.2
423,gdb_426,[H][N-]C1OC([H])([H])[C@]1([H])N([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.2
424,gdb_427,[H]N([H])[C@]1([H])C(=O)OC1([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.96
425,gdb_428,[H]O[C@]1([H])C(=O)C([H])([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.08
426,gdb_429,[H]O[C@]1([H])C(=O)N([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.96
427,gdb_430,[H][N-]C1OC([H])([H])[C@]1([H])O[H],C1,1,1,0.6900000000000001,pymatgen,6.08
428,gdb_431,[H]O[C@]1([H])C(=O)OC1([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.82
429,gdb_432,[H]C([H])([H])[C@@]1([H])C([H])([H])C([H])([H])[C@@]1([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.67
430,gdb_433,[H]O[C@]1([H])C([H])([H])C([H])([H])[C@]1([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.5
431,gdb_434,[H]C([H])([H])[C@@]1([H])C([H])([H])O[C@@]1([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.5
432,gdb_435,[H]O[C@]1([H])C([H])([H])O[C@]1([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.31
433,gdb_436,[H]O[C@@]1([H])C([H])([H])C([H])([H])[C@@]1([H])O[H],C1,1,1,0.6900000000000001,pymatgen,6.31
434,gdb_437,[H][N-]C1N([H])C([H])=NC1([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.08
435,gdb_438,[H]C1=C([H])C([H])([H])C(=O)C1([H])[H],C2v,4,2,0.81,pymatgen,6.08
436,gdb_439,[H]C1=C([H])C([H])([H])C(=O)N1[H],Cs,2,1,0.73,pymatgen,5.96
437,gdb_440,[H]C1=NC([H])([H])C(=O)N1[H],Cs,2,1,0.73,pymatgen,5.82
438,gdb_441,[H]C1=NC([H])([H])C(=O)O1,Cs,2,1,0.73,pymatgen,5.67
439,gdb_442,[H][N-]C1OC([H])([H])C([H])=C1[H],C1,1,1,0.6900000000000001,pymatgen,6.08
440,gdb_443,[H]C1=C([H])C([H])([H])C([H])([H])C1=O,Cs,2,1,0.73,pymatgen,6.08
441,gdb_444,[H]C1=C([H])C([H])([H])N([H])C1=O,Cs,2,1,0.73,pymatgen,5.96
442,gdb_445,[H][N-]C1OC([H])([H])C([H])([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.31
443,gdb_446,[H][N-]C1OC([H])([H])OC1([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.08
444,gdb_447,[H][N-]C1OC([H])([H])C([H])([H])O1,C1,1,1,0.6900000000000001,pymatgen,6.08
445,gdb_448,[H]C1([H])C(=O)C([H])([H])C([H])([H])C1([H])[H],C2,2,2,0.73,pymatgen,6.31
446,gdb_449,[H]N1C(=O)C([H])([H])C([H])([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.2
447,gdb_450,[H]C1([H])OC(=O)C([H])([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.08
448,gdb_451,[H]C1([H])OC([H])([H])C([H])([H])C1=O,C1,1,1,0.6900000000000001,pymatgen,6.08
449,gdb_452,[H]C1([H])OC(=O)C([H])([H])O1,Cs,2,1,0.73,pymatgen,5.82
450,gdb_453,[H]N1C(=O)N([H])C([H])([H])C1([H])[H],C2v,4,2,0.81,pymatgen,6.08
451,gdb_454,[H]N1C(=O)OC([H])([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.96
452,gdb_455,[H]C1([H])OC(=O)OC1([H])[H],C2,2,2,0.73,pymatgen,5.82
453,gdb_456,[H]C1=C(C([H])([H])[H])C([H])([H])C([H])([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.5
454,gdb_457,[H]C1=C(C([H])([H])[H])C([H])([H])OC1([H])[H],Cs,2,1,0.73,pymatgen,6.31
455,gdb_458,[H]C([H])([H])C1=NC([H])([H])C([H])([H])O1,C1,1,1,0.6900000000000001,pymatgen,6.2
