mol_index,id,smiles,point_group,order,max_rotation_order,confidence,method,assembly_index,source,success
205,gdb_207,[H]c1oc([H])c(N([H])[H])c1[H],Cs,2,1,0.73,pymatgen,4.0,assembly_theory_exact,True
206,gdb_208,[H]c1nc(N([H])[H])c([H])o1,Cs,2,1,0.73,pymatgen,5.0,assembly_theory_exact,True
207,gdb_209,[H]Oc1c([H])c([H])n([H])c1[H],Cs,2,1,0.73,pymatgen,4.0,assembly_theory_exact,True
208,gdb_210,[H]Oc1nc([H])n([H])c1[H],Cs,2,1,0.73,pymatgen,5.0,assembly_theory_exact,True
209,gdb_211,[H]Oc1nc([H])oc1[H],Cs,2,1,0.73,pymatgen,5.0,assembly_theory_exact,True
210,gdb_212,[H]c1c([H])c([H])n(C([H])([H])[H])c1[H],Cs,2,1,0.73,pymatgen,4.0,assembly_theory_exact,True
211,gdb_213,[H]c1nc([H])n(C([H])([H])[H])c1[H],Cs,2,1,0.73,pymatgen,5.0,assembly_theory_exact,True
212,gdb_214,[H]c1c([H])c([H])c([H])c([H])c1[H],D6h,24,12,0.97,pymatgen,3.0,assembly_theory_exact,True
213,gdb_215,[H]c1nc([H])c([H])c([H])c1[H],C2v,4,2,0.81,pymatgen,4.0,assembly_theory_exact,True
214,gdb_216,[H]c1nc([H])c([H])nc1[H],D2h,8,4,0.97,pymatgen,4.0,assembly_theory_exact,True
215,gdb_217,[H]c1nc([H])c([H])c([H])n1,D2d,4,2,0.81,pymatgen,4.0,assembly_theory_exact,True
216,gdb_218,[H]c1nc([H])nc([H])n1,D3h,12,6,0.97,pymatgen,3.0,assembly_theory_exact,True
217,gdb_219,[H]C#CC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],C3v,6,3,0.89,pymatgen,3.0,assembly_theory_exact,True
218,gdb_220,[H]C([H])([H])C(C#N)(C([H])([H])[H])C([H])([H])[H],C3v,6,3,0.89,pymatgen,3.0,assembly_theory_exact,True
219,gdb_221,[H]N([H])C(C#N)(C([H])([H])[H])C([H])([H])[H],Cs,2,1,0.73,pymatgen,4.0,assembly_theory_exact,True
220,gdb_222,[H]C#CC(O[H])(C([H])([H])[H])C([H])([H])[H],Cs,2,1,0.73,pymatgen,4.0,assembly_theory_exact,True
221,gdb_223,[H]OC(C#N)(C([H])([H])[H])C([H])([H])[H],Cs,2,1,0.73,pymatgen,4.0,assembly_theory_exact,True
222,gdb_224,[H]C(=O)C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],Cs,2,1,0.73,pymatgen,3.0,assembly_theory_exact,True
223,gdb_225,[H]OC(C([H])=O)(C([H])([H])[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
224,gdb_226,[H]OC([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],C1,2,2,0.73,pymatgen,3.0,assembly_theory_exact,True
225,gdb_227,[H]OC([H])([H])C(O[H])(C([H])([H])[H])C([H])([H])[H],Cs,2,1,0.73,pymatgen,3.0,assembly_theory_exact,True
226,gdb_228,[H]C([H])([H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],Cs,2,1,0.73,pymatgen,3.0,assembly_theory_exact,True
227,gdb_229,[H]OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],C1,2,2,0.73,pymatgen,3.0,assembly_theory_exact,True
228,gdb_230,[H]C([H])([H])OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],Cs,2,1,0.73,pymatgen,4.0,assembly_theory_exact,True
229,gdb_231,[H]C([H])([H])C#CC(=O)C([H])([H])[H],Cs,2,1,0.73,pymatgen,4.0,assembly_theory_exact,True
230,gdb_232,[H]N([H])C(=O)C#CC([H])([H])[H],Cs,2,1,0.73,pymatgen,4.0,assembly_theory_exact,True
231,gdb_233,[H]C([H])([H])C#CC([H])(C([H])([H])[H])C([H])([H])[H],Cs,2,1,0.73,pymatgen,4.0,assembly_theory_exact,True
232,gdb_234,[H]O[C@@]([H])(C#CC([H])([H])[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
233,gdb_235,[H]C#CC([H])([H])C(=O)C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
234,gdb_236,[H]C([H])([H])C(=O)C([H])([H])C#N,Cs,2,1,0.73,pymatgen,4.0,assembly_theory_exact,True
235,gdb_237,[H]C#CC([H])([H])C(=O)N([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
236,gdb_238,[H]N([H])C(=O)C([H])([H])C#N,C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
237,gdb_239,[H]/N=C(/N([H])C([H])=O)C([H])([H])[H],Cs,2,1,0.73,pymatgen,4.0,assembly_theory_exact,True
238,gdb_240,[H][N-]C(OC([H])=O)C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
239,gdb_241,[H]C(=O)C([H])([H])C(=O)C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,3.0,assembly_theory_exact,True
240,gdb_242,[H]/N=C(\[H])N([H])C(=O)C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
241,gdb_243,[H]C(=O)N([H])C(=O)C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,3.0,assembly_theory_exact,True
242,gdb_244,[H][N-][C+]([H])OC(=O)C([H])([H])[H],Cs,2,1,0.73,pymatgen,4.0,assembly_theory_exact,True
243,gdb_245,[H]/N=C(/N([H])[H])N([H])C([H])=O,C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
244,gdb_246,[H]C(=O)C([H])([H])C(=O)N([H])[H],C1,1,1,0.6900000000000001,pymatgen,3.0,assembly_theory_exact,True
245,gdb_247,[H]/N=C(\[H])N([H])C(=O)N([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
246,gdb_248,[H]C(=O)N([H])C(=O)N([H])[H],C1,1,1,0.6900000000000001,pymatgen,3.0,assembly_theory_exact,True
247,gdb_249,[H][N-][C+]([H])OC(=O)N([H])[H],Cs,2,1,0.73,pymatgen,3.0,assembly_theory_exact,True
248,gdb_250,[H]C#CC([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],Cs,2,1,0.73,pymatgen,3.0,assembly_theory_exact,True
249,gdb_251,[H]C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C#N,Cs,2,1,0.73,pymatgen,3.0,assembly_theory_exact,True
250,gdb_252,[H]C#CC([H])([H])[C@]([H])(O[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
251,gdb_253,[H]O[C@]([H])(C([H])([H])[H])C([H])([H])C#N,C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
252,gdb_254,[H]C([H])([H])[NH+](C([H])([H])[H])C([H])([H])C#N,Cs,2,1,0.73,pymatgen,4.0,assembly_theory_exact,True
253,gdb_255,[H]C(=O)C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,3.0,assembly_theory_exact,True
254,gdb_256,[H]C(=O)N([H])C([H])(C([H])([H])[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
255,gdb_257,[H]C(=O)OC([H])(C([H])([H])[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
256,gdb_258,[H]O[C@]([H])(C([H])([H])[H])C([H])([H])C([H])=O,C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
257,gdb_259,[H]C(=O)C([H])([H])[NH+](C([H])([H])[H])C([H])([H])[H],Cs,2,1,0.73,pymatgen,4.0,assembly_theory_exact,True
258,gdb_260,[H]OC([H])([H])C([H])([H])C(=O)C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
259,gdb_261,[H]C([H])([H])C(=O)C([H])([H])C([H])([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,3.0,assembly_theory_exact,True
260,gdb_262,[H]N([H])C(=O)C([H])([H])C([H])([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
261,gdb_263,[H]N(C(=O)C([H])([H])[H])C([H])([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,3.0,assembly_theory_exact,True
262,gdb_264,[H]N([H])C(=O)N([H])C([H])([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
263,gdb_265,[H]C([H])([H])C(=O)OC([H])([H])C([H])([H])[H],Cs,2,1,0.73,pymatgen,3.0,assembly_theory_exact,True
264,gdb_266,[H]N([H])C(=O)OC([H])([H])C([H])([H])[H],Cs,2,1,0.73,pymatgen,4.0,assembly_theory_exact,True
265,gdb_267,[H]OC(=O)C([H])([H])N([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
266,gdb_268,[H]C([H])([H])OC([H])([H])C(=O)C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
267,gdb_269,[H]N([H])C(=O)C([H])([H])OC([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
268,gdb_270,[H]OC([H])([H])C([H])([H])C(=O)N([H])[H],Cs,2,1,0.73,pymatgen,4.0,assembly_theory_exact,True
269,gdb_271,[H]C([H])(C(=O)[O-])C([H])([H])[N+]([H])([H])[H],Cs,2,1,0.73,pymatgen,4.0,assembly_theory_exact,True
270,gdb_272,[H]OC([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,3.0,assembly_theory_exact,True
271,gdb_273,[H]OC([H])([H])C([H])([H])[C@]([H])(O[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,3.0,assembly_theory_exact,True
272,gdb_274,[H]C([H])([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,3.0,assembly_theory_exact,True
273,gdb_275,[H]O[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,3.0,assembly_theory_exact,True
274,gdb_276,[H]C([H])([H])C([H])([H])OC([H])(C([H])([H])[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,3.0,assembly_theory_exact,True
275,gdb_277,[H]C([H])([H])OC([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],Cs,2,1,0.73,pymatgen,4.0,assembly_theory_exact,True
276,gdb_278,[H]O[C@]([H])(C([H])([H])[H])C([H])([H])OC([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,3.0,assembly_theory_exact,True
277,gdb_279,[H]C([H])([H])C(=O)C(=O)C([H])([H])[H],C2h,4,2,0.81,pymatgen,3.0,assembly_theory_exact,True
278,gdb_280,[H]/N=C(/C(=O)C([H])([H])[H])N([H])[H],Cs,2,1,0.73,pymatgen,4.0,assembly_theory_exact,True
279,gdb_281,[H]N([H])C(=O)C(=O)C([H])([H])[H],Cs,2,1,0.73,pymatgen,3.0,assembly_theory_exact,True
280,gdb_282,[H]N([H])C(C(=O)[O-])=[N+]([H])[H],C2v,4,2,0.81,pymatgen,4.0,assembly_theory_exact,True
281,gdb_283,[H]N([H])C(=O)C(=O)N([H])[H],C2h,4,2,0.81,pymatgen,3.0,assembly_theory_exact,True
282,gdb_284,[H]C([H])([H])C(=O)C([H])(C([H])([H])[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,3.0,assembly_theory_exact,True
283,gdb_285,[H]N([H])C(=O)C([H])(C([H])([H])[H])C([H])([H])[H],Cs,2,1,0.73,pymatgen,4.0,assembly_theory_exact,True
284,gdb_286,[H]OC(=O)[C@]([H])(N([H])[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
285,gdb_287,[H]O[C@@]([H])(C(=O)C([H])([H])[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
286,gdb_288,[H]O[C@@]([H])(C(=O)N([H])[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
287,gdb_289,[H]C([H])([H])C(=O)N(C([H])([H])[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
288,gdb_290,[H]N([H])C(=O)N(C([H])([H])[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
289,gdb_291,[H]C([H])([H])C([H])(C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],C2h,4,2,0.81,pymatgen,3.0,assembly_theory_exact,True
290,gdb_292,[H]O[C@]([H])(C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,3.0,assembly_theory_exact,True
291,gdb_293,[H]O[C@]([H])(C([H])([H])[H])[C@]([H])(O[H])C([H])([H])[H],C2,2,2,0.73,pymatgen,3.0,assembly_theory_exact,True
292,gdb_294,[H]C([H])([H])C1(C([H])([H])[H])C([H])([H])C([H])([H])C1([H])[H],Cs,2,1,0.73,pymatgen,3.0,assembly_theory_exact,True
293,gdb_295,[H]C([H])([H])C1(C([H])([H])[H])OC([H])([H])C1([H])[H],Cs,2,1,0.73,pymatgen,4.0,assembly_theory_exact,True
294,gdb_296,[H]C([H])([H])C1(C([H])([H])[H])C([H])([H])OC1([H])[H],C2v,4,2,0.81,pymatgen,3.0,assembly_theory_exact,True
295,gdb_297,[H]OC1(C([H])([H])[H])C([H])([H])C([H])([H])C1([H])[H],Cs,2,1,0.73,pymatgen,4.0,assembly_theory_exact,True
296,gdb_298,[H]OC1(C([H])([H])[H])C([H])([H])OC1([H])[H],C1,1,1,0.6900000000000001,pymatgen,3.0,assembly_theory_exact,True
297,gdb_299,[H]O[C@]1([H])C([H])([H])C1(C([H])([H])[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
298,gdb_300,[H]O[C@]1(C([H])([H])[H])C([H])([H])[C@@]1([H])O[H],C1,1,1,0.6900000000000001,pymatgen,3.0,assembly_theory_exact,True
299,gdb_301,[H]C([H])([H])C1(C([H])([H])[H])C([H])([H])[C@]1([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,3.0,assembly_theory_exact,True
300,gdb_302,[H]O[C@@]1(C([H])([H])[H])C([H])([H])[C@]1([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
301,gdb_303,[H]C([H])([H])C1(C([H])([H])[H])O[C@]1([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,3.0,assembly_theory_exact,True
302,gdb_304,[H]C([H])([H])[N@H+]1C([H])([H])C1(C([H])([H])[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
303,gdb_305,[H][N-]C1O[C@@]([H])(C([H])([H])[H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
304,gdb_306,[H]C([H])([H])C1([H])C([H])([H])C(=O)C1([H])[H],Cs,2,1,0.73,pymatgen,4.0,assembly_theory_exact,True
305,gdb_307,[H]N1C(=O)C([H])([H])[C@]1([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
306,gdb_308,[H]C([H])([H])[C@]1([H])OC(=O)C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
307,gdb_309,[H]C([H])([H])[NH+]1C([H])([H])C(=O)C1([H])[H],Cs,2,1,0.73,pymatgen,4.0,assembly_theory_exact,True
308,gdb_310,[H]OC1([H])C([H])([H])C(=O)C1([H])[H],Cs,2,1,0.73,pymatgen,4.0,assembly_theory_exact,True
309,gdb_311,[H]C([H])([H])[C@]1([H])C([H])([H])[C@]([H])(C([H])([H])[H])C1([H])[H],C2v,4,2,0.81,pymatgen,3.0,assembly_theory_exact,True
310,gdb_312,[H]C([H])([H])[C@]1([H])O[C@]([H])(C([H])([H])[H])C1([H])[H],Cs,2,1,0.73,pymatgen,3.0,assembly_theory_exact,True
311,gdb_313,[H]O[C@]1([H])C([H])([H])[C@]([H])(C([H])([H])[H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
312,gdb_314,[H]O[C@]1([H])C([H])([H])[N@@H+](C([H])([H])[H])C1([H])[H],Cs,2,1,0.73,pymatgen,4.0,assembly_theory_exact,True
313,gdb_315,[H]O[C@]1([H])C([H])([H])[C@]([H])(O[H])C1([H])[H],Cs,2,1,0.73,pymatgen,3.0,assembly_theory_exact,True
314,gdb_316,[H]C([H])([H])[C@]12C([H])([H])[C@]([H])(C1([H])[H])C2([H])[H],C3v,6,3,0.89,pymatgen,4.0,assembly_theory_exact,True
315,gdb_318,[H]C([H])([H])C12C([H])([H])[NH+](C1([H])[H])C2([H])[H],C3v,6,3,0.89,pymatgen,4.0,assembly_theory_exact,True
316,gdb_319,[H]O[C@]12C([H])([H])[C@]([H])(C1([H])[H])C2([H])[H],Cs,2,1,0.73,pymatgen,4.0,assembly_theory_exact,True
317,gdb_320,[H]OC12C([H])([H])[NH+](C1([H])[H])C2([H])[H],Cs,2,1,0.73,pymatgen,4.0,assembly_theory_exact,True
318,gdb_321,[H]C#CC(=O)C#C[H],C2v,4,2,0.81,pymatgen,3.0,assembly_theory_exact,True
319,gdb_322,[H]C#CC(=O)C#N,Cs,2,1,0.73,pymatgen,4.0,assembly_theory_exact,True
320,gdb_323,N#CC(=O)C#N,C2v,4,2,0.81,pymatgen,3.0,assembly_theory_exact,True
321,gdb_324,[H]C#CC(=O)C([H])=O,Cs,2,1,0.73,pymatgen,3.0,assembly_theory_exact,True
322,gdb_325,[H]C(=O)C(=O)C#N,Cs,2,1,0.73,pymatgen,3.0,assembly_theory_exact,True
323,gdb_326,[H]C(=O)C(=O)C([H])=O,C2v,4,2,0.81,pymatgen,3.0,assembly_theory_exact,True
324,gdb_327,[H]C#CC([H])(C#C[H])C([H])([H])[H],Cs,2,1,0.73,pymatgen,3.0,assembly_theory_exact,True
325,gdb_328,[H]C#C[C@@]([H])(C#N)C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
326,gdb_329,[H]C([H])([H])C([H])(C#N)C#N,Cs,2,1,0.73,pymatgen,3.0,assembly_theory_exact,True
327,gdb_330,[H]C#C[C@@]([H])(C#N)N([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
328,gdb_331,[H]N([H])C([H])(C#N)C#N,Cs,2,1,0.73,pymatgen,3.0,assembly_theory_exact,True
329,gdb_332,[H]C#CC([H])(C#C[H])O[H],Cs,2,1,0.73,pymatgen,3.0,assembly_theory_exact,True
330,gdb_333,[H]C#C[C@@]([H])(C#N)O[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
331,gdb_334,[H]OC([H])(C#N)C#N,Cs,2,1,0.73,pymatgen,3.0,assembly_theory_exact,True
332,gdb_335,[H]C#C[C@]([H])(C([H])=O)C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
333,gdb_336,[H]C(=O)[C@@]([H])(C#N)C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
334,gdb_337,[H]C#C[C@@]([H])(O[H])C([H])=O,C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
335,gdb_338,[H]O[C@]([H])(C#N)C([H])=O,C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
336,gdb_339,[H]C(=O)C([H])(C([H])=O)C([H])([H])[H],Cs,2,1,0.73,pymatgen,3.0,assembly_theory_exact,True
337,gdb_340,[H]/N=C(\[H])N(C([H])=O)C([H])([H])[H],Cs,2,1,0.73,pymatgen,4.0,assembly_theory_exact,True
338,gdb_341,[H]C(=O)N(C([H])=O)C([H])([H])[H],Cs,2,1,0.73,pymatgen,3.0,assembly_theory_exact,True
339,gdb_342,[H]OC([H])(C([H])=O)C([H])=O,C1,1,1,0.6900000000000001,pymatgen,3.0,assembly_theory_exact,True
340,gdb_343,[H]N([H])/C(C#N)=N\C([H])([H])[H],Cs,2,1,0.73,pymatgen,4.0,assembly_theory_exact,True
341,gdb_344,[H]C(=O)/C(=N/C([H])([H])[H])N([H])[H],Cs,2,1,0.73,pymatgen,4.0,assembly_theory_exact,True
342,gdb_345,[H]C#CC(=O)C([H])([H])C([H])([H])[H],Cs,2,1,0.73,pymatgen,4.0,assembly_theory_exact,True
343,gdb_346,[H]C([H])([H])C([H])([H])C(=O)C#N,Cs,2,1,0.73,pymatgen,4.0,assembly_theory_exact,True
344,gdb_347,[H]/N=C(\C#N)N([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
345,gdb_348,[H]C#CC(=O)N([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
346,gdb_349,[H]C#CC(=O)OC([H])([H])[H],Cs,2,1,0.73,pymatgen,4.0,assembly_theory_exact,True
347,gdb_350,[H]C([H])([H])OC(=O)C#N,Cs,2,1,0.73,pymatgen,4.0,assembly_theory_exact,True
348,gdb_351,[H]C#CC(=O)C([H])([H])O[H],Cs,2,1,0.73,pymatgen,4.0,assembly_theory_exact,True
349,gdb_352,[H]OC([H])([H])C(=O)C#N,C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
350,gdb_353,[H]C(=O)C(=O)C([H])([H])C([H])([H])[H],Cs,2,1,0.73,pymatgen,3.0,assembly_theory_exact,True
351,gdb_354,[H]/N=C(\C([H])=O)N([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
352,gdb_355,[H]C(=O)C(=O)N([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
353,gdb_356,[H]C(=O)C(=O)OC([H])([H])[H],Cs,2,1,0.73,pymatgen,4.0,assembly_theory_exact,True
354,gdb_357,[H]OC([H])([H])C(=O)C([H])=O,Cs,2,1,0.73,pymatgen,3.0,assembly_theory_exact,True
355,gdb_358,[H]C([H])([H])C([H])([H])C(=O)C([H])([H])C([H])([H])[H],C2,2,2,0.73,pymatgen,3.0,assembly_theory_exact,True
356,gdb_359,[H]OC([H])([H])C(=O)C([H])([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
357,gdb_360,[H]N(C(=O)C([H])([H])C([H])([H])[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
358,gdb_361,[H]C([H])([H])OC(=O)C([H])([H])C([H])([H])[H],Cs,2,1,0.73,pymatgen,4.0,assembly_theory_exact,True
359,gdb_362,[H]OC([H])([H])C(=O)N([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
360,gdb_363,[H]N(C(=O)N([H])C([H])([H])[H])C([H])([H])[H],C2,2,2,0.73,pymatgen,3.0,assembly_theory_exact,True
361,gdb_364,[H]N(C(=O)OC([H])([H])[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
362,gdb_365,[H]N([H])C([H])([H])C(=O)OC([H])([H])[H],Cs,2,1,0.73,pymatgen,4.0,assembly_theory_exact,True
363,gdb_366,[H]OC([H])([H])C(=O)OC([H])([H])[H],Cs,2,1,0.73,pymatgen,4.0,assembly_theory_exact,True
364,gdb_367,[H]OC([H])([H])C(=O)C([H])([H])O[H],C1,1,1,0.6900000000000001,pymatgen,3.0,assembly_theory_exact,True
365,gdb_368,[H]C([H])([H])[NH2+]C(OC([H])([H])[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
366,gdb_369,[H]C#C[C@@]([H])(C([H])([H])[H])C([H])([H])O[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
367,gdb_370,[H]OC([H])([H])[C@@]([H])(C#N)C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
368,gdb_371,[H]C#C[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,3.0,assembly_theory_exact,True
369,gdb_372,[H]C([H])([H])C([H])([H])[C@]([H])(C#N)C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,3.0,assembly_theory_exact,True
370,gdb_373,[H]N([H])[C@@]([H])(C#N)C([H])([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
371,gdb_374,[H]C#C[C@]([H])(O[H])C([H])([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
372,gdb_375,[H]O[C@@]([H])(C#N)C([H])([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
373,gdb_376,[H]N(C([H])([H])[H])[C@]([H])(C#N)C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
374,gdb_377,[H]C#C[C@@]([H])(OC([H])([H])[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
375,gdb_378,[H]C([H])([H])O[C@]([H])(C#N)C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
376,gdb_379,[H]OC([H])([H])[C@@]([H])(C#N)N([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
377,gdb_380,[H]N([H])C([H])([H])[C@]([H])(C#N)N([H])[H],C1,1,1,0.6900000000000001,pymatgen,3.0,assembly_theory_exact,True
378,gdb_381,[H]O[C@@]([H])(C#N)C([H])([H])N([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
379,gdb_382,[H]C#C[C@]([H])(O[H])C([H])([H])O[H],C1,1,1,0.6900000000000001,pymatgen,3.0,assembly_theory_exact,True
380,gdb_383,[H]OC([H])([H])[C@]([H])(C#N)O[H],C1,1,1,0.6900000000000001,pymatgen,3.0,assembly_theory_exact,True
381,gdb_384,[H]OC([H])([H])[C@@]([H])(C([H])=O)C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
382,gdb_385,[H]C(=O)[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,3.0,assembly_theory_exact,True
383,gdb_386,[H]O[C@@]([H])(C([H])=O)C([H])([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
384,gdb_387,[H]C(=O)N(C([H])([H])[H])C([H])([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
385,gdb_388,[H]C(=O)[C@@]([H])(OC([H])([H])[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
386,gdb_389,[H]OC([H])([H])[C@@]([H])(O[H])C([H])=O,C1,1,1,0.6900000000000001,pymatgen,3.0,assembly_theory_exact,True
